"group","name","rating","n_rater","n_reviewer","summary","process","ingredient"
"breakfast-and-brunch.breakfast-casseroles","Wake-Up Casserole",4.5,185,141,"Quick and easy breakfast casserole.","prep: 15 mins,cook: 1 hr 15 mins,total: 1 hr 30 mins,Servings: 8,Yield: 8 servings","8 frozen hash brown patties + 4 cups shredded Cheddar cheese + 1 pound cooked ham, cut into cubes + 7 eggs + 1 cup milk + ½ teaspoon salt + ½ teaspoon ground mustard"
"breakfast-and-brunch.breakfast-casseroles","Light and Fluffy Spinach Quiche",4.5,840,657,"Very tasty and fluffy quiche. Easy to prepare. You'll love it. The spinach can be substituted for any fresh or frozen vegetable.","prep: 20 mins,cook: 1 hr,total: 1 hr 20 mins,Servings: 6,Yield: 1 - 9 inch quiche","½ cup light mayonnaise + ½ cup milk + 4 eggs, lightly beaten + 8 ounces shredded reduced-fat Cheddar cheese + 1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry + ¼ cup chopped onion + 1 (9 inch) unbaked pie shell"
"breakfast-and-brunch.breakfast-casseroles","Sausage Casserole",4.5,1257,928,"Mouth watering, bowl scraping good! This recipe also makes a great dinner entree!","prep: 25 mins,cook: 1 hr 15 mins,additional: 5 mins,total: 1 hr 45 mins,Servings: 12,Yield: 12 servings","1 pound sage flavored breakfast sausage + 3 cups shredded potatoes, drained and pressed + ¼ cup butter, melted + 12 ounces mild Cheddar cheese, shredded + ½ cup onion, shredded + 1 (16 ounce) container small curd cottage cheese + 6 jumbo eggs"
"breakfast-and-brunch.breakfast-casseroles","Eggs Benedict Casserole",0,0,242,"Overnight Eggs Benedict! Easy to make ahead, perfect for brunch or a special occasion or overnight house guests.","prep: 20 mins,cook: 50 mins,additional: 8 hrs,total: 9 hrs 10 mins,Servings: 10,Yield: 1 9x13-inch casserole","cooking spray + 8 large eggs + 2 cups milk + 3 green onions, chopped + 1 teaspoon onion powder + 1 teaspoon salt + ¾ pound Canadian bacon, cut into 1/2-inch dice + 6 English muffins, cut into 1/2-inch dice + ½ teaspoon paprika + 1 (.9 ounce) package hollandaise sauce mix + 1 cup milk + ¼ cup margarine"
"breakfast-and-brunch.breakfast-casseroles","Christmas Breakfast Sausage Casserole",4.5,2131,1608,"My mom has always made this cheesy sausage casserole for us on Christmas morning, and we look forward to eating it every year. It is so delicious, and everyone enjoys it! You can use croutons instead of making toast, and sage sausage for a different flavor.","prep: 20 mins,cook: 1 hr 30 mins,additional: 8 hrs,total: 9 hrs 50 mins,Servings: 8","1 pound ground pork sausage + 1 teaspoon mustard powder + ½ teaspoon salt + 4 eggs, beaten + 2 cups milk + 6 slices white bread, toasted and cut into cubes + 8 ounces mild Cheddar cheese, shredded"
"breakfast-and-brunch.breakfast-casseroles","Egg and Sausage Casserole",0,0,703,"This recipe was given to me by a friend several years ago. It's easy to make and always a hit! Co-workers beg for it, and it's my husband's favorite!","prep: 15 mins,cook: 35 mins,total: 50 mins,Servings: 12,Yield: 12 servings","1 pound pork sausage + 1 (8 ounce) package refrigerated crescent roll dough + 8 eggs, beaten + 2 cups shredded mozzarella cheese + 2 cups shredded Cheddar cheese + 1 teaspoon dried oregano"
"breakfast-and-brunch.breakfast-casseroles","Southern Grits Casserole",0,0,217,"If you're from the South you will definitely love this recipe, which includes grits, eggs, sausage, and cheese. When I cook it, I place it in the slow cooker to stay warm. There is nothing worse than cold grits.","prep: 15 mins,cook: 45 mins,total: 1 hr,Servings: 16,Yield: 16 servings","6 cups water + 2 cups uncooked grits + ½ cup butter, divided + 3 cups shredded Cheddar cheese, divided + 1 pound ground pork sausage + 12 eggs + ½ cup milk + salt and pepper to taste"
"breakfast-and-brunch.breakfast-casseroles","Baked French Toast",0,0,1284,"I got this recipe from my sister in law. She and my brother had it at their gift opening after the wedding. I make it any time we have people staying with us, and it is always a hit. You may sprinkle the top with pecans if you wish.","prep: 15 mins,cook: 40 mins,additional: 14 hrs 5 mins,total: 15 hrs,Servings: 12,Yield: 12 servings","1 (1 pound) loaf French bread, cut diagonally in 1 inch slices + 8 eggs + 2 cups milk + 1<U+2009>½ cups half-and-half cream + 2 teaspoons vanilla extract + ¼ teaspoon ground cinnamon + ¾ cup butter + 1<U+2009><U+2153> cups brown sugar + 3 tablespoons light corn syrup"
"breakfast-and-brunch.breakfast-casseroles","French Toast Casserole",0,0,1279,"Tastes good for breakfast, just like French toast. It's easy to make too! Serve warm with maple syrup on top.","prep: 30 mins,cook: 50 mins,total: 1 hr 20 mins,Servings: 6,Yield: 1 - 8x8 inch pan","5 cups bread cubes + 4 eggs + 1<U+2009>½ cups milk + ¼ cup white sugar, divided + ¼ teaspoon salt + 1 teaspoon vanilla extract + 1 tablespoon margarine, softened + 1 teaspoon ground cinnamon"
"breakfast-and-brunch.breakfast-casseroles","Strawberry Cream Cheese French Toast",4.5,135,114,"French toast casserole is served with a drizzle of warm homemade strawberry sauce.","prep: 30 mins,cook: 1 hr 15 mins,additional: 8 hrs,total: 9 hrs 45 mins,Servings: 12,Yield: 1 9x13-inch casserole","12 slices home-style white bread, cut into 1-inch cubes, divided + 2 (8 ounce) packages cold cream cheese, cut into 1-inch cubes + 1<U+2009>½ cups sliced fresh strawberries + 2 cups half-and-half + 12 large eggs + <U+2153> cup pure maple syrup + 1 cup white sugar + 1 cup water + 2 tablespoons cornstarch + 1 cup sliced fresh strawberries + 1 tablespoon butter"
"breakfast-and-brunch.breakfast-casseroles","Father's Day Casserole",0,0,26,"My daughter and I created this for Father's Day. It is easy to make in a short amount of time.","prep: 20 mins,cook: 40 mins,total: 1 hr,Servings: 12,Yield: 1 9x13-inch baking dish","1 (16 ounce) package bulk pork sausage + 3 cups frozen hash brown potatoes, thawed + ¼ cup milk, or as needed + 1 (16 ounce) can refrigerated buttermilk biscuit dough (such as Pillsbury Grands!®) + 1<U+2009>½ cups shredded Mexican cheese blend + 5 eggs"
"breakfast-and-brunch.breakfast-casseroles","Jimmy Dean Breakfast Casserole",4.5,342,255,"Breakfast is a breeze with this all in one breakfast casserole that has sausage, eggs, cheese, bread. If you like, add tomatoes and mushrooms too!","Servings: 6,Yield: 6 servings","1 (16 ounce) package Regular Flavor Jimmy Dean Pork Sausage + 10 large eggs eggs, lightly beaten + 3 cups milk + 2 teaspoons dry mustard + 1 teaspoon salt + 6 cups cubed bread + 2 cups shredded sharp Cheddar cheese + ½ teaspoon black pepper + ½ cup sliced mushrooms + 1 medium tomato, seeded and chopped + ½ cup thin-sliced green onion"
"breakfast-and-brunch.breakfast-casseroles","Cheesy Bacon-Sausage-Egg-Hash Brown Skillet",0,0,64,"Cheesy bacon-sausage-egg-hash brown skillet is a scrumptious, easy breakfast loaded with bacon, sausage, hash browns, cheese, and eggs! Garnish with 2 thinly sliced green onions, if desired.","prep: 10 mins,cook: 30 mins,total: 40 mins,Servings: 6,Yield: 6 servings","6 slices bacon, cut into 1-inch pieces + 1 link smoked pineapple-bacon chicken sausage, cut into slices + 1 tablespoon canola oil + 1 teaspoon butter + 2<U+2009>½ cups frozen hash brown potatoes, thawed + ½ onion, chopped + ¾ teaspoon garlic powder, divided + ½ teaspoon onion powder + ¼ teaspoon salt + ¼ teaspoon ground black pepper + 1 cup shredded Cheddar cheese + 6 eggs + 1 tablespoon milk + 1 pinch salt and ground black pepper to taste"
"breakfast-and-brunch.breakfast-casseroles","Make Ahead Breakfast Casserole",4.5,388,290,"Mmm mmm good! This is a must do for every holiday in my household, or just when you have guests overnight! Can be made with egg substitute, skim milk and turkey sausage to make it healthier!","prep: 25 mins,cook: 55 mins,total: 1 hr 20 mins,Servings: 10,Yield: 10 to 12 servings","2<U+2009>½ cups seasoned croutons + 1 pound spicy pork sausage + 4 eggs + 2<U+2009>¼ cups milk + 1 (10.75 ounce) can condensed cream of mushroom soup + 1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry + 1 (4.5 ounce) can mushrooms, drained and chopped + 1 cup shredded sharp Cheddar cheese + 1 cup shredded Monterey Jack cheese + ¼ teaspoon dry mustard + 2 sprigs fresh parsley, for garnish"
"breakfast-and-brunch.breakfast-casseroles","Chili Relleno Casserole",4.5,148,118,"This chili relleno casserole has a layer of green enchilada sauce and lots of cheese. It is a quick and delicious dinner. My husband loves it.","prep: 10 mins,cook: 45 mins,total: 55 mins,Servings: 8","2 (7 ounce) cans whole green chiles, drained + 1 pound shredded Cheddar cheese + 4 eggs + 2 tablespoons all-purpose flour + 1<U+2009>½ (5 ounce) cans evaporated milk + 1 pound shredded Monterey Jack cheese + 2 (10 ounce) cans green enchilada sauce"
"breakfast-and-brunch.breakfast-casseroles","Easy Breakfast Casserole with Biscuits and Gravy",0,0,3,"This is the perfect casserole for a hearty, filling weekend breakfast, brunch, or even a good weeknight dinner paired with a green salad. Full of so much flavor and requires minimal ingredients. This casserole doesn't require soaking overnight and comes together in an hour.","prep: 20 mins,cook: 40 mins,stand: 5 mins,total: 1 hr 5 mins,Servings: 8","1 pound bulk breakfast sausage + ¼ cup all-purpose flour + 2<U+2009>¼ cups milk + 1 teaspoon kosher salt, divided + ½ teaspoon ground black pepper, divided + 1 tablespoon butter, softened + 6 large eggs + 1 (16.3 ounce) can refrigerated biscuit dough + 3 cups shredded Cheddar cheese"
"breakfast-and-brunch.breakfast-casseroles","Easter Breakfast Casserole",0,0,439,"This is looked forward to every Easter, it is so delicious!","prep: 25 mins,cook: 1 hr 15 mins,total: 1 hr 40 mins,Servings: 12,Yield: 12 servings","1 pound bacon + ¼ cup diced onion + ¼ cup diced green bell pepper + 3 cups shredded Cheddar cheese + 8 eggs + 2 cups milk + 1 (16 ounce) package frozen hash brown potatoes, thawed"
"breakfast-and-brunch.breakfast-casseroles","Maple-Pecan French Toast Bake",0,0,1,"This French toast bake is a savory breakfast/brunch dish that's always a hit!","prep: 20 mins,cook: 40 mins,additional: 8 hrs,total: 9 hrs,Servings: 12,Yield: 12 servings","1<U+2009>½ cups milk + 1<U+2009>½ cups half-and-half + 6 large eggs + 1 tablespoon maple syrup + 1 teaspoon vanilla extract + 1 teaspoon ground cinnamon + ¼ teaspoon ground nutmeg + 1 (1 pound) loaf French bread, cut into 1-inch slices + 1 cup light brown sugar + 1 cup coarsely chopped pecans + ½ cup unsalted butter, softened + 2 tablespoons maple syrup"
"breakfast-and-brunch.breakfast-casseroles","Breakfast Sausage Casserole",4.5,98,79,"Delicious breakfast casserole with gravy. The perfect start to any morning.","prep: 20 mins,cook: 1 hr 40 mins,additional: 8 hrs,total: 10 hrs,Servings: 10,Yield: 1 - 9x5 inch casserole","1 pound breakfast sausage + 8 slices bread, cubed + 4 cups shredded Cheddar cheese + 6 eggs + ½ teaspoon salt + ¾ teaspoon dry mustard powder + 2 cups milk + 1 (10.75 ounce) can condensed cream of mushroom soup + ½ cup milk"
"breakfast-and-brunch.breakfast-casseroles","Farmer's Casserole",0,0,250,"Layer the ingredients in a baking dish the night before, then cover and refrigerate. In the morning, pop the casserole into the oven about an hour before serving. Serve with melon wedges, fresh strawberries, and orange wedges.","prep: 25 mins,cook: 45 mins,total: 1 hr 10 mins,Servings: 6,Yield: 6 servings","3 cups frozen hash brown potatoes + ¾ cup shredded pepperjack cheese + 1 cup cooked ham, diced + ¼ cup chopped green onions + 4 eggs, beaten + 1 (12 fluid ounce) can evaporated milk + ¼ teaspoon ground black pepper + <U+215B> teaspoon salt"
"breakfast-and-brunch.breakfast-casseroles","Fast-and-Fabulous Egg and Cottage Cheese Casserole",4.5,96,86,"This is the easiest and best egg casserole I have tried so far. My sweet mother-in-law shared this recipe with me. I make 3 or 4 at the time and keep them in the freezer to take to gatherings, feed guests, or surprise kids. Green chilies make it pop!","prep: 15 mins,cook: 45 mins,total: 1 hr,Servings: 10,Yield: 1 10x13-inch casserole dish","cooking spray + 10 eggs, beaten + 2 (16 ounce) packages cottage cheese + 1 pound shredded Monterey Jack cheese + 1 (4 ounce) can diced green chiles + ½ cup butter, melted (Optional) + ½ cup all-purpose flour + ½ cup cooked crumbled bacon (Optional) + 1 teaspoon baking powder"
"breakfast-and-brunch.breakfast-casseroles","Brunch Enchiladas",0,0,248,"Enchiladas filled with ham, vegetables and cheese and baked in a creamy egg batter.","prep: 30 mins,cook: 1 hr,additional: 8 hrs,total: 9 hrs 30 mins,Servings: 10,Yield: 10 servings","1 pound cooked ham, chopped + ¾ cup sliced green onions + ¾ cup chopped green bell peppers + 3 cups shredded Cheddar cheese, divided + 10 (7 inch) flour tortillas + 5 eggs, beaten + 2 cups half-and-half cream + ½ cup milk + 1 tablespoon all-purpose flour + ¼ teaspoon garlic powder + 1 dash hot pepper sauce"
"breakfast-and-brunch.breakfast-casseroles","Sausage and Egg Casserole",0,0,52,"The perfect combination of eggs, sausage, bread, and cheese. Tender, delicious, and the family likes it!","prep: 15 mins,cook: 50 mins,additional: 8 hrs 30 mins,total: 9 hrs 35 mins,Servings: 8,Yield: 8 servings","1 pound bulk pork sausage + 8 eggs + 2<U+2009>½ cups milk + 1 teaspoon salt + 1 teaspoon ground mustard + 6 slices white bread, cut into 1/2-inch cubes + 1 cup shredded Cheddar cheese"
"breakfast-and-brunch.breakfast-casseroles","Country Breakfast Casserole",0,0,457,"A one-dish casserole with all of your Sunday morning favorites: sausage, gravy, eggs, cheese, and toast.","prep: 15 mins,cook: 50 mins,additional: 10 mins,total: 1 hr 15 mins,Servings: 8,Yield: 1 (8x11 inch) dish","1 (16 ounce) package breakfast sausage + 1 chopped green onion + 2 cups shredded Cheddar cheese + 6 eggs, lightly beaten + 1 cup water + ½ cup milk + 1 (2.64 ounce) package country gravy mix + 6 slices bread, cut into 1 inch cubes + 2 tablespoons melted butter (Optional) + ½ teaspoon paprika to taste"
"breakfast-and-brunch.breakfast-casseroles","Amazing Muffin Cups",4.5,390,313,"Eggs, sausage, red bell pepper, and cheese are baked in hash brown potato 'cups' for a delicious breakfast that will feed a crowd.","prep: 20 mins,cook: 30 mins,total: 50 mins,Servings: 12,Yield: 12 servings","12 links Johnsonville® Original breakfast sausage + 3 cups frozen country style shredded hash brown potatoes, thawed + 3 tablespoons butter, melted + <U+215B> teaspoon salt + <U+215B> teaspoon pepper + 6 eggs, lightly beaten + 2 cups shredded 4-cheese Mexican blend cheese + ¼ cup chopped red bell pepper + chopped fresh chives or green onion"
"breakfast-and-brunch.breakfast-casseroles","Overnight Blueberry French Toast Casserole",4.5,95,81,"I made this French toast casserole recipe for Christmas morning brunch, perfect to put in the oven and go open presents while it bakes. You can top with syrup or whipped cream or nothing at all. I found several different recipes similar to this one, but none had everything I wanted to do with it, so I thought I'd try to make my own. I think it is a very good start, but please, let me know what you think!","prep: 30 mins,cook: 1 hr 15 mins,additional: 8 hrs,total: 9 hrs 45 mins,Servings: 10","1 (8 ounce) package cream cheese, softened + 1 cup confectioners' sugar + 2 tablespoons milk + 1 tablespoon vanilla extract, divided + 2 cups blueberries, divided + 2 loaves French bread, cubed + 2 cups milk + 8 eggs + 1 teaspoon ground cinnamon + ½ teaspoon ground nutmeg"
