group,name,rating,process,ingredient
breakfast-and-brunch.crepes,jian bing chinese crepes,0,prep minscook minstotal minsservings yield crepe,tablespoons millet flour tablespoons soy milk ½ teaspoon vegetable oil teaspoon water if needed tablespoon chinese black bean sauce teaspoon water ½ teaspoon asian chile pepper sauce or to taste teaspoon water cooking spray egg beaten ½ green onion sliced tablespoon torn fresh cilantro leaves whole crackers
breakfast-and-brunch.crepes,vegan crepes,4.5,prep minscook minsadditional hrstotal hrs minsservings yield servings,½ cup soy milk ½ cup water ¼ cup melted soy margarine tablespoon turbinado sugar tablespoons maple syrup cup unbleached allpurpose flour ¼ teaspoon salt
breakfast-and-brunch.crepes,chocolate banana crepes,4.5,prep minscook minstotal minsservings yield servings,½ cup whole or milk u½ tablespoons melted butter egg yolk teaspoon vanilla teaspoons hazelnut liqueur tablespoon cocoa tablespoons confectioners sugar u cup white flour ½ tablespoon butter tablespoon whole or milk teaspoons hazelnut liqueur tablespoon cocoa tablespoons confectioners sugar ripe bananas sliced
breakfast-and-brunch.crepes,eggwhite crepes,4.5,prep minscook minstotal minsservings yield crepes,½ cup whole wheat flour egg whites ½ cup skim milk pinch salt tablespoon vegetable oil ½ cup mixed frozen berries thawed and drained tablespoon confectioners sugar for dusting
breakfast-and-brunch.crepes,shrimp and scallop crepes,0,prep minscook minsadditional minstotal hr minsservings yield servings,cups milk cup allpurpose flour large eggs tablespoons melted butter divided tablespoon butter ounces medium shrimp peeled deveined and cut into inch pieces ounces bay scallops teaspoon butter cup sliced mushrooms ½ cup thinly sliced green onions tablespoons butter tablespoons allpurpose flour cup milk or more as needed cup chicken broth u cup grated swiss cheese ¼ cup dry white wine tablespoon sherry optional salt and ground black pepper to taste
breakfast-and-brunch.crepes,chicken and mushroom crepes,0,prep minscook minstotal minsservings yield crepes,tablespoons butter divided tablespoons canola oil boneless skinless chicken breasts cut into chunks ounce package sliced fresh mushrooms u cup finely chopped onion ¼ cup allpurpose flour cups milk cubes chicken bouillon ¼ teaspoon salt ub teaspoon ground black pepper ½ cup sour cream tablespoons dry sherry teaspoons dried parsley divided cup milk ¾ cup allpurpose flour egg tablespoon butter melted u½ teaspoons white sugar ¼ teaspoon vanilla extract ¼ teaspoon baking powder
breakfast-and-brunch.crepes,savory french crepes,4.5,prep minscook minsadditional hrstotal hrs minsservings yield crepes,eggs u½ cups milk tablespoons butter ¼ cup buckwheat flour ¾ cup allpurpose flour pinch salt tablespoons butter ½ cup cremini mushrooms sliced ½ cup oyster mushrooms sliced cup diced tomatoes cups baby spinach leaves teaspoons butter divided cup shredded gruyere cheese divided
breakfast-and-brunch.crepes,melt in your mouth crepes,4.5,prep minscook minstotal minsservings yield servings,u½ cups allpurpose flour cup milk eggs tablespoons butter melted tablespoon white sugar dash vanilla extract optional cup milk cooking spray such as pam®
breakfast-and-brunch.crepes,cottage cheese blintzes,0,prep minscook minsadditional minstotal minsservings yield blintzes,eggs cup milk tablespoons vegetable oil ¾ cup allpurpose flour teaspoon vegetable oil or as needed ounce containers small curd cottage cheese very well drained egg yolks ¼ cup white sugar tablespoons lemon juice teaspoon vegetable oil or as needed
breakfast-and-brunch.crepes,yummy apple cinnamon crepes,4,prep minscook minsadditional hrtotal hrsservings,eggs ¼ teaspoon salt cups allpurpose flour cups milk ¼ cup vegetable oil ½ teaspoon ground cinnamon granny smith apples peeled and diced ½ cup white sugar teaspoons cinnamon tablespoons water tablespoons cornstarch tablespoon water u½ tablespoons milk teaspoons vegetable oil divided
breakfast-and-brunch.crepes,traditional cheese blintzes,,prep minscook minsadditional minstotal minsservings yield servings,eggs cup milk tablespoons vegetable oil u½ teaspoons salt divided ¾ cup allpurpose flour sifted ounce package dry small curd cottage cheese u½ tablespoons white sugar tablespoons sour cream egg yolk ¼ teaspoon ground cinnamon ¼ cup butter or as needed divided
breakfast-and-brunch.crepes,shrimp crepes,4,prep minscook hrtotal hr minsservings yield crepes,cooking spray u½ cups milk eggs u¼ cups allpurpose flour ¼ teaspoon salt u½ cups water ¼ cup allpurpose flour ¼ teaspoon salt tablespoons butter cloves garlic minced pounds shrimp peeled and deveined ounces lobster meat optional tablespoon lemon juice pinch cayenne pepper ¼ cup grated parmesan cheese cup milk tablespoons mayonnaise tablespoon allpurpose flour
breakfast-and-brunch.crepes,strawberry crepes,4.5,prep minscook minstotal minsservings yield servings,egg beaten ¼ cup skim milk u cup water tablespoon vegetable oil u cup allpurpose flour ¼ teaspoon white sugar pinch salt ½ cup semisweet chocolate chips cup sliced fresh strawberries ¾ cup frozen whipped topping thawed
breakfast-and-brunch.crepes,dosas indianstyle pancakes,3.5,prep minscook minsadditional minstotal hr minsservings yield pancakes,cup brown rice flour ½ cup whole wheat flour u½ cups water red onion finely chopped clove garlic minced ¼ cup fresh cilantro chopped ¼ teaspoon white sugar ½ teaspoon ground turmeric teaspoon ground cumin teaspoons whole mustard seeds teaspoon cumin seeds teaspoon ground coriander teaspoon ground ginger pinch cayenne pepper tablespoons rice vinegar tablespoon vegetable oil
breakfast-and-brunch.eggs,scrambled eggs done right,4,prep minscook minstotal minsservings yield serving,eggs teaspoon mayonnaise or salad dressing teaspoon water optional teaspoon margarine or butter pinch salt and pepper to taste
breakfast-and-brunch.eggs,quick quiche,4.5,prep minscook minstotal minsservings yield servings,slices bacon ounces shredded swiss cheese tablespoons butter melted eggs beaten ¼ cup finely chopped onion teaspoon salt ½ cup allpurpose flour u½ cups milk
breakfast-and-brunch.eggs,super easy egg casserole,4.5,prep minscook minstotal minsservings yield xinch casserole,cup shredded cheddar cheese eggs whisked slices bacon diced slices bread cubed u red bell pepper diced green onions chopped tablespoons milk ½ teaspoon minced garlic or to taste optional salt and ground black pepper to taste
breakfast-and-brunch.eggs,crustless spinach quiche,0,prep minscook minstotal minsservings yield inch quiche,tablespoon vegetable oil medium onion chopped ounce package frozen chopped spinach thawed drained and squeezed dry large eggs beaten ¼ teaspoon salt ub teaspoon ground black pepper cups shredded muenster cheese
breakfast-and-brunch.eggs,green chile frittata,0,prep minscook minstotal hr minsservings yield servings,eggs beaten ½ cup allpurpose flour teaspoon baking powder pinch salt ounce can diced green chile peppers drained ounce container lowfat cottage cheese cup shredded cheddar cheese ¼ cup melted butter
breakfast-and-brunch.eggs,perfect breakfast,0,prep minscook minstotal minsservings yield openfaced sandwich,teaspoons butter eggs slice sourdough bread toasted dijon mustard ½ avocado peeled pitted and sliced tablespoons grated parmesan cheese or more to taste
breakfast-and-brunch.eggs,authentic huevos rancheros,4,prep minscook minstotal minsservings yield servings,tablespoons vegetable oil inch corn tortillas cup refried beans with green chilies teaspoon butter eggs cup shredded cheddar cheese slices bacon cooked and crumbled ½ cup salsa optional
breakfast-and-brunch.eggs,french egg and bacon sandwich,0,prep minscook minstotal minsservings yield servings,eggs beaten slices bread slices bacon eggs ½ cup maple syrup
breakfast-and-brunch.eggs,scrambled egg muffins,4.5,prep minscook minstotal minsservings yield muffins,½ pound bulk pork sausage eggs ½ cup chopped onion ½ cup chopped green bell pepper or to taste ½ teaspoon salt ¼ teaspoon ground black pepper ¼ teaspoon garlic powder ½ cup shredded cheddar cheese
breakfast-and-brunch.eggs,air fryer scotch eggs,5,prep minscook minstotal minsservings yield servings,tablespoons greek yogurt tablespoons mango chutney such as pataks® tablespoon mayonnaise ub teaspoon salt ub teaspoon pepper ub teaspoon curry powder ub teaspoon cayenne pepper optional pound pork sausage such as jimmy dean® eggs hardboiled and shelled u cup flour eggs lightly beaten cup panko bread crumbs cooking spray
breakfast-and-brunch.french-toast,fluffy french toast,4.5,prep minscook minstotal minsservings yield slices,¼ cup allpurpose flour cup milk eggs tablespoon white sugar teaspoon vanilla extract ½ teaspoon ground cinnamon pinch salt thick slices bread
breakfast-and-brunch.french-toast,french toast,0,prep minscook minstotal minsservings yield slices,u cup milk large eggs teaspoon vanilla extract optional ¼ teaspoon ground cinnamon optional salt to taste thick slices bread tablespoon unsalted butter or more as needed
breakfast-and-brunch.french-toast,air fryer french toast sticks,0,prep minscook minstotal minsservings yield sticks,large eggs u cup milk tablespoon butter melted teaspoon vanilla extract teaspoon ground cinnamon slices dayold bread cut into thirds teaspoon confectioners sugar or to taste
breakfast-and-brunch.french-toast,caramelized french toast,0,prep minscook minstotal minsservings yield servings,tablespoons butter divided eggs ½ cup milk ub teaspoon salt slices bread cup brown sugar ½ cup water
breakfast-and-brunch.french-toast,banana roll french toast,0,prep minscook minstotal minsservings yield servings,teaspoons vegetable oil large slices whole wheat bread bananas mashed ounce package cream cheese softened tablespoons white sugar ¼ teaspoon ground cinnamon eggs
breakfast-and-brunch.french-toast,pbj french toast,0,prep minscook minstotal minsservings yield servings,tablespoons peanut butter tablespoons mixed berry jam slices challah bread cup milk eggs ¼ cup white sugar tablespoons raspberryflavored liqueur ½ teaspoon vanilla extract tablespoon vegetable oil or as needed
breakfast-and-brunch.french-toast,praline pecan french toast casserole,4.5,prep minscook minsadditional hrstotal hrs minsservings yield servings,u½ cups halfandhalf eggs tablespoons vanilla extract tablespoon dark brown sugar slices french bread ¼ cup butter or more as needed ¾ cup brown sugar ½ cup maple syrup ¾ cup chopped pecans tablespoons confectioners sugar or more to taste
breakfast-and-brunch.french-toast,strawberry cheesecake french toast,5,prep minscook minstotal minsservings yield servings,cup mashed fresh strawberries ½ cup white sugar tablespoons cornstarch cup water cup milk eggs ounce package cream cheese softened teaspoon vanilla extract ¾ cup white sugar slices bread cut in half diagonally teaspoon butter sliced fresh strawberries tablespoon confectioners sugar for dusting cup whipped cream
breakfast-and-brunch.french-toast,maple french toast sandwich,5,prep minscook minstotal minsservings yield sandwiches,slices maplecured bacon eggs tablespoons brown sugar tablespoons ground cinnamon tablespoon ground nutmeg slices bread tablespoons oil or as needed teaspoon maple syrup or to taste
breakfast-and-brunch.french-toast,vegan french toast,4,prep minscook minstotal minsservings yield servings,cup soy milk tablespoons allpurpose flour tablespoon nutritional yeast teaspoon raw sugar teaspoon vanilla extract u teaspoon ground cinnamon slices bread
breakfast-and-brunch.french-toast,coconut cream french toast,4.5,prep minscook minsadditional minstotal minsservings yield servings,egg egg yolk u cup coconut milk teaspoon white sugar ¼ teaspoon vanilla extract pinch freshly grated nutmeg thick slices very stale french bread halved crosswise tablespoons butter tablespoons coconut flakes
breakfast-and-brunch.french-toast,creme brulee french toast,0,prep minscook minsadditional hrstotal hrsservings yield servings,½ cup unsalted butter cup packed brown sugar tablespoons corn syrup inch thick slices french bread eggs u½ cups halfandhalf cream teaspoon vanilla extract teaspoon brandybased orange liqueur such as grand marnier® ¼ teaspoon salt
breakfast-and-brunch.french-toast,air fryer french toast bites,,prep minscook minstotal minsservings,inch angel food cake loaf ½ cup italian sweet creamflavored creamer from coffeemate® large egg teaspoon cinnamon sugar nonstick cooking spray tablespoon pure maple syrup optional
